Lake,SampDepthRepID,SampID,Depth,FieldSiteID,Habitat,ZoneHabitat,Family,ScientificName,CommonName,SignalReads,marker,Group
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,7690,Ac16S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,20680,Am12S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,11422,Ac16S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,17523,Am12S,fish
Loon,1311s1,1311,surface,L_n2,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,7637,Ac16S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,6981,Am12S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,2688,Ac16S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Percidae,Etheostoma exile,Iowa Darter,239,Ac16S,fish
Loon,1311s1,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,14281,Am12S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,7720,Ac16S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,1157,Am12S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,3246,Ac16S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,7089,Am12S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Centrarchidae,Lepomis gibbosus,Pumpkinseed,85,Ac16S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,2001,Ac16S,fish
Loon,1311s2,1311,surface,L_n2,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,647,Am12S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,350,Ac16S,fish
Loon,1311s3,1311,surface,L_n2,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,1131,Am12S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,1984,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,1338,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,1275,Am12S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,4136,Ac16S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Cyprinidae,Notropis heterodon,Blackchin Shiner,5673,Ac16S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,7031,Ac16S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,14335,Am12S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,10651,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,12258,Am12S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,2372,Ac16S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis macrochirus,Bluegill,11201,Am12S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,10478,Am12S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,92,Ac16S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,2965,Ac16S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Gasterosteidae,Culaea inconstans,Brook Stickleback,4444,Am12S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,2185,Ac16S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,5016,Am12S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,979,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,1755,Am12S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,1932,Ac16S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Micropterus salmoides,Largemouth Bass,5585,Am12S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Esocidae,Esox lucius,Northern Pike,4553,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis gibbosus,Pumpkinseed,676,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis gibbosus,Pumpkinseed,463,Am12S,fish
Loon,1313s3,1313,surface,L_n4,nearshore,littoral,Centrarchidae,Lepomis gibbosus,Pumpkinseed,334,Ac16S,fish
Loon,1313s1,1313,surface,L_n4,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,3402,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,524,Ac16S,fish
Loon,1313s2,1313,surface,L_n4,nearshore,littoral,Percidae,Perca flavescens,Yellow Perch,9434,Am12S,fish
Loon,1314b2,1314,bottom,L_o2,open water,open water,Fundulidae,Fundulus diaphanus,Banded Killifish,4742,Ac16S,fish
Loon,1314s1,1314,surface,L_o2,open water,open water,Centrarchidae,Lepomis macrochirus,Bluegill,15501,Ac16S,fish
Loon,1314s2,1314,surface,L_o2,open water,open water,Centrarchidae,Lepomis macrochirus,Bluegill,8294,Ac16S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Centrarchidae,Lepomis macrochirus,Bluegill,1549,Ac16S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Centrarchidae,Lepomis macrochirus,Bluegill,4870,Am12S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Gasterosteidae,Culaea inconstans,Brook Stickleback,2853,Am12S,fish
Loon,1314b1,1314,bottom,L_o2,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,21612,Am12S,fish
Loon,1314b1,1314,bottom,L_o2,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,14169,Ac16S,fish
Loon,1314b2,1314,bottom,L_o2,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,19597,Am12S,fish
Loon,1314b2,1314,bottom,L_o2,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,791,Ac16S,fish
Loon,1314b3,1314,bottom,L_o2,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,19824,Am12S,fish
Loon,1314b3,1314,bottom,L_o2,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,6052,Ac16S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Centrarchidae,Micropterus salmoides,Largemouth Bass,4761,Am12S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Esocidae,Esox lucius,Northern Pike,537,Am12S,fish
Loon,1314b1,1314,bottom,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,11475,Ac16S,fish
Loon,1314b1,1314,bottom,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,8527,Am12S,fish
Loon,1314b2,1314,bottom,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,6899,Ac16S,fish
Loon,1314b2,1314,bottom,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,9046,Am12S,fish
Loon,1314b3,1314,bottom,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,5638,Ac16S,fish
Loon,1314b3,1314,bottom,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,8379,Am12S,fish
Loon,1314s1,1314,surface,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,7454,Ac16S,fish
Loon,1314s2,1314,surface,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,7764,Ac16S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,2301,Ac16S,fish
Loon,1314s3,1314,surface,L_o2,open water,open water,Percidae,Perca flavescens,Yellow Perch,1613,Am12S,fish
Loon,1315b1,1315,bottom,L_o3,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,7891,Ac16S,fish
Loon,1315b2,1315,bottom,L_o3,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,15566,Am12S,fish
Loon,1315b3,1315,bottom,L_o3,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,22561,Am12S,fish
Loon,1315s,1315,surface,L_o3,open water,open water,NO RESULTS,NO RESULTS,NO RESULTS,0,NO RESULTS,NO RESULTS
Loon,1315b1,1315,bottom,L_o3,open water,open water,Percidae,Perca flavescens,Yellow Perch,5469,Ac16S,fish
Loon,1315b2,1315,bottom,L_o3,open water,open water,Percidae,Perca flavescens,Yellow Perch,18298,Am12S,fish
Loon,1317b1,1317,bottom,L_o4,open water,open water,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,4700,Am12S,fish
Loon,1317b1,1317,bottom,L_o4,open water,open water,Centrarchidae,Lepomis macrochirus,Bluegill,10255,Am12S,fish
Loon,1317b2,1317,bottom,L_o4,open water,open water,Centrarchidae,Lepomis macrochirus,Bluegill,6535,Ac16S,fish
Loon,1317b1,1317,bottom,L_o4,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,10146,Am12S,fish
Loon,1317b1,1317,bottom,L_o4,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,9853,Ac16S,fish
Loon,1317b2,1317,bottom,L_o4,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,12877,Ac16S,fish
Loon,1317b1,1317,bottom,L_o4,open water,open water,Percidae,Perca flavescens,Yellow Perch,7734,Ac16S,fish
Loon,1317b1,1317,bottom,L_o4,open water,open water,Percidae,Perca flavescens,Yellow Perch,2061,Am12S,fish
Loon,1317s1,1317,surface,L_o4,open water,open water,Percidae,Perca flavescens,Yellow Perch,37634,Am12S,fish
Loon,1317s2,1317,surface,L_o4,open water,open water,Percidae,Perca flavescens,Yellow Perch,18922,Ac16S,fish
Loon,1317s2,1317,surface,L_o4,open water,open water,Percidae,Perca flavescens,Yellow Perch,23755,Am12S,fish
Loon,1318s3,1318,surface,L_o5,open water,open water,Cyprinidae,Notropis heterodon,Blackchin Shiner,3366,Ac16S,fish
Loon,1318s2,1318,surface,L_o5,open water,open water,Gasterosteidae,Culaea inconstans,Brook Stickleback,9160,Ac16S,fish
Loon,1318b3,1318,bottom,L_o5,open water,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,25865,Am12S,fish
Loon,1318b3,1318,bottom,L_o5,open water,open water,No match,No match,No match,1389,Am12S,No match
Loon,1318s1,1318,surface,L_o5,open water,open water,Percidae,Perca flavescens,Yellow Perch,26082,Ac16S,fish
Loon,1318s2,1318,surface,L_o5,open water,open water,Percidae,Perca flavescens,Yellow Perch,5459,Ac16S,fish
Loon,1318s3,1318,surface,L_o5,open water,open water,Percidae,Perca flavescens,Yellow Perch,11087,Ac16S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Cyprinidae,Notropis heterodon,Blackchin Shiner,2176,Ac16S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19191,Ac16S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19063,Am12S,fish
Loon,1319s2,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,23215,Ac16S,fish
Loon,1319s2,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,23715,Am12S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,6643,Ac16S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,1969,Am12S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,336,Ac16S,fish
Loon,1319s2,1319,surface,L_t1,ramp,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,563,Ac16S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Percidae,Etheostoma nigrum,Johnny Darter,1160,Ac16S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Percidae,Etheostoma nigrum,Johnny Darter,4942,Ac16S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Percidae,Etheostoma nigrum,Johnny Darter,535,Am12S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1168,Ac16S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,6120,Am12S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1399,Ac16S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,10307,Am12S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,2998,Ac16S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,2559,Am12S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,7437,Ac16S,fish
Loon,1319s3,1319,surface,L_t1,ramp,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,7844,Am12S,fish
Loon,1319s1,1319,surface,L_t1,ramp,fringe,Percidae,Perca flavescens,Yellow Perch,221,Ac16S,fish
Loon,1320s1,1320,surface,L_t2,deep point,open water,Centrarchidae,Lepomis macrochirus,Bluegill,15546,Am12S,fish
Loon,1320b1,1320,bottom,L_t2,deep point,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,27033,Am12S,fish
Loon,1320b1,1320,bottom,L_t2,deep point,open water,Salmonidae,Coregonus sp.,Cisco or Whitefish,9927,Ac16S,fish
Loon,1320s1,1320,surface,L_t2,deep point,open water,Centrarchidae,Micropterus salmoides,Largemouth Bass,4245,Ac16S,fish
Loon,1320b1,1320,bottom,L_t2,deep point,open water,Percidae,Perca flavescens,Yellow Perch,12635,Ac16S,fish
Loon,1320b1,1320,bottom,L_t2,deep point,open water,Percidae,Perca flavescens,Yellow Perch,8161,Am12S,fish
Loon,1320s1,1320,surface,L_t2,deep point,open water,Percidae,Perca flavescens,Yellow Perch,22040,Ac16S,fish
Loon,1320s1,1320,surface,L_t2,deep point,open water,Percidae,Perca flavescens,Yellow Perch,20183,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,177,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,588,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,27,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,874,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,1446,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,14,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,2848,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,365,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,551,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Cyprinidae,Notropis heterodon,Blackchin Shiner,783,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Cyprinidae,Notropis heterodon,Blackchin Shiner,522,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,343,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,415,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,10119,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14105,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,4308,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,10432,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,4394,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,9687,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,317,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,7661,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,1209,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,4613,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,267,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,3055,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Umbridae,Umbra limi,Central Mudminnow,251,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Umbridae,Umbra limi,Central Mudminnow,762,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Umbridae,Umbra limi,Central Mudminnow,48,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Umbridae,Umbra limi,Central Mudminnow,1907,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Umbridae,Umbra limi,Central Mudminnow,245,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Umbridae,Umbra limi,Central Mudminnow,1774,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,317,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,281,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Percidae,Etheostoma exile,Iowa Darter,788,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Percidae,Etheostoma exile,Iowa Darter,862,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Percidae,Etheostoma exile,Iowa Darter,317,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Percidae,Etheostoma exile,Iowa Darter,2491,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Percidae,Etheostoma exile,Iowa Darter,222,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Percidae,Etheostoma exile,Iowa Darter,1566,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,369,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,3274,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1053,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,5076,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,777,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,3409,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,626,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,1645,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,475,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,2380,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,1287,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,3151,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,13,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,251,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,23,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,175,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,35,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,341,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,2021,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,978,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,182,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,733,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,737,Am12S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Percidae,Perca flavescens,Yellow Perch,338,Ac16S,fish
Loon,1321s1,1321,surface,L_t3,inlet,fringe,Percidae,Perca flavescens,Yellow Perch,212,Am12S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Percidae,Perca flavescens,Yellow Perch,423,Ac16S,fish
Loon,1321s2,1321,surface,L_t3,inlet,fringe,Percidae,Perca flavescens,Yellow Perch,2217,Am12S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Percidae,Perca flavescens,Yellow Perch,827,Ac16S,fish
Loon,1321s3,1321,surface,L_t3,inlet,fringe,Percidae,Perca flavescens,Yellow Perch,391,Am12S,fish
Loon,1322s1,1322,surface,L_t4abc,outlet,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,1934,Ac16S,fish
Loon,1323s1,1323,surface,L_t4abc,outlet,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,1689,Ac16S,fish
Loon,1324s1,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,29,Ac16S,fish
Loon,1322s1,1322,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,17808,Ac16S,fish
Loon,1322s1,1322,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,17426,Am12S,fish
Loon,1322s2,1322,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14732,Ac16S,fish
Loon,1322s2,1322,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,24930,Am12S,fish
Loon,1322s3,1322,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,20011,Ac16S,fish
Loon,1322s3,1322,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19790,Am12S,fish
Loon,1323s1,1323,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14739,Ac16S,fish
Loon,1323s1,1323,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19379,Am12S,fish
Loon,1323s2,1323,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19668,Ac16S,fish
Loon,1323s2,1323,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,43798,Am12S,fish
Loon,1323s3,1323,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26832,Ac16S,fish
Loon,1323s3,1323,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,23535,Am12S,fish
Loon,1324s1,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14686,Ac16S,fish
Loon,1324s1,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,16363,Am12S,fish
Loon,1324s2,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,7823,Ac16S,fish
Loon,1324s2,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,4883,Am12S,fish
Loon,1324s3,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26774,Ac16S,fish
Loon,1324s3,1324,surface,L_t4abc,outlet,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26530,Am12S,fish
Loon,1324s2,1324,surface,L_t4abc,outlet,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,384,Ac16S,fish
Loon,1323s2,1323,surface,L_t4abc,outlet,fringe,Amiidae,Amia calva,Bowfin,103,Am12S,fish
Loon,1323s3,1323,surface,L_t4abc,outlet,fringe,Percidae,Etheostoma nigrum,Johnny Darter,2075,Ac16S,fish
