Lake,SampDepthRepID,SampID,Depth,FieldSiteID,Habitat,ZoneHabitat,Family,ScientificName,CommonName,SignalReads,marker,Group
Big Pine,1486s1,1486,surface,BP_f1,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,30,Am12S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,5360,Ac16S,fish
Big Pine,1486s1,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,6562,Ac16S,fish
Big Pine,1486s2,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,33184,Am12S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,10275,Am12S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,5906,Ac16S,fish
Big Pine,1486s2,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,11648,Ac16S,fish
Big Pine,1486s2,1486,surface,BP_f1,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,3738,Ac16S,fish
Big Pine,1486s2,1486,surface,BP_f1,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,16522,Am12S,fish
Big Pine,1486s1,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4168,Ac16S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,8499,Am12S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,5842,Am12S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,12946,Ac16S,fish
Big Pine,1486s3,1486,surface,BP_f1,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,63,Am12S,fish
Big Pine,1486s1,1486,surface,BP_f1,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,8453,Ac16S,fish
Big Pine,1487s1,1487,surface,BP_f10,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,16682,Ac16S,fish
Big Pine,1487s1,1487,surface,BP_f10,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26575,Am12S,fish
Big Pine,1487s1,1487,surface,BP_f10,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,13,Ac16S,fish
Big Pine,1487s3,1487,surface,BP_f10,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,18000,Ac16S,fish
Big Pine,1487s1,1487,surface,BP_f10,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,11474,Ac16S,fish
Big Pine,1487s2,1487,surface,BP_f10,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,23605,Am12S,fish
Big Pine,1487s2,1487,surface,BP_f10,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,424,Ac16S,fish
Big Pine,1487s2,1487,surface,BP_f10,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,22287,Am12S,fish
Big Pine,1487s2,1487,surface,BP_f10,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,8762,Ac16S,fish
Big Pine,1487s3,1487,surface,BP_f10,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,13533,Ac16S,fish
Big Pine,1487s2,1487,surface,BP_f10,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,4829,Ac16S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,907,Am12S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,1813,Ac16S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,7121,Am12S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,375,Ac16S,fish
Big Pine,1488s3,1488,surface,BP_f11,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,600,Ac16S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,2166,Ac16S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,4470,Am12S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,30986,Am12S,fish
Big Pine,1488s3,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,10801,Ac16S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,1353,Ac16S,fish
Big Pine,1488s3,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,200,Am12S,fish
Big Pine,1488s3,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,8243,Ac16S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,387,Am12S,fish
Big Pine,1488s3,1488,surface,BP_f11,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,1103,Ac16S,fish
Big Pine,1488s1,1488,surface,BP_f11,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,9822,Am12S,fish
Big Pine,1488s2,1488,surface,BP_f11,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,8420,Ac16S,fish
Big Pine,1489s1,1489,surface,BP_f12,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,11787,Ac16S,fish
Big Pine,1489s3,1489,surface,BP_f12,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,91,Am12S,fish
Big Pine,1489s2,1489,surface,BP_f12,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,23041,Ac16S,fish
Big Pine,1489s2,1489,surface,BP_f12,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,47941,Am12S,fish
Big Pine,1489s1,1489,surface,BP_f12,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,6294,Am12S,fish
Big Pine,1489s2,1489,surface,BP_f12,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,9666,Ac16S,fish
Big Pine,1489s1,1489,surface,BP_f12,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,16859,Am12S,fish
Big Pine,1489s2,1489,surface,BP_f12,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,16325,Ac16S,fish
Big Pine,1489s2,1489,surface,BP_f12,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,2902,Am12S,fish
Big Pine,1489s1,1489,surface,BP_f12,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,11017,Am12S,fish
Big Pine,1489s2,1489,surface,BP_f12,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,1373,Am12S,fish
Big Pine,1489s1,1489,surface,BP_f12,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,2523,Ac16S,fish
Big Pine,1489s3,1489,surface,BP_f12,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,14071,Am12S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,15878,Ac16S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,206,Am12S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,9649,Ac16S,fish
Big Pine,1490s3,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,16178,Am12S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,26788,Am12S,fish
Big Pine,1490s3,1490,surface,BP_f13,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,5878,Ac16S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4185,Ac16S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,8140,Am12S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,12967,Ac16S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,12614,Am12S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,4732,Ac16S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,17701,Am12S,fish
Big Pine,1490s2,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,387,Am12S,fish
Big Pine,1490s3,1490,surface,BP_f13,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,10225,Am12S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,8027,Ac16S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,9265,Am12S,fish
Big Pine,1490s3,1490,surface,BP_f13,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,11152,Am12S,fish
Big Pine,1490s1,1490,surface,BP_f13,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,2491,Am12S,fish
Big Pine,1490s3,1490,surface,BP_f13,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,1528,Ac16S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,4756,Ac16S,fish
Big Pine,1491s1,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,18515,Ac16S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,32903,Am12S,fish
Big Pine,1491s1,1491,surface,BP_f14,fringe,fringe,Amiidae,Amia calva,Bowfin,15386,Am12S,fish
Big Pine,1491s2,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,32346,Am12S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,11933,Ac16S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,4133,Ac16S,fish
Big Pine,1491s1,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,487,Am12S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,495,Ac16S,fish
Big Pine,1491s1,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,9151,Ac16S,fish
Big Pine,1491s2,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,14563,Am12S,fish
Big Pine,1491s1,1491,surface,BP_f14,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,535,Am12S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,16242,Am12S,fish
Big Pine,1491s3,1491,surface,BP_f14,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,7791,Ac16S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,5050,Ac16S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,508,Am12S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,17447,Am12S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,7106,Ac16S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,5028,Ac16S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Ictaluridae,Ameiurus nebulosus/melas,Brown/Black Bullhead,2392,Ac16S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Ictaluridae,Ameiurus nebulosus/melas,Brown/Black Bullhead,5180,Am12S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,10800,Am12S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,3796,Ac16S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,6413,Ac16S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,4121,Am12S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,61,Am12S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,4094,Ac16S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,9317,Am12S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4408,Ac16S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Cyprinidae,Notropis volucellus,Mimic Shiner,143,Ac16S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,2710,Am12S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,2105,Am12S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,970,Ac16S,fish
Big Pine,1492s2,1492,surface,BP_f15,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,12344,Am12S,fish
Big Pine,1492s3,1492,surface,BP_f15,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,19752,Ac16S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,1969,Ac16S,fish
Big Pine,1492s1,1492,surface,BP_f15,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,6681,Am12S,fish
Big Pine,1493s2,1493,surface,BP_f16,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,58,Am12S,fish
Big Pine,1493s2,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,8727,Am12S,fish
Big Pine,1493s2,1493,surface,BP_f16,fringe,fringe,Cyprinidae,Notropis heterodon,Blackchin Shiner,465,Ac16S,fish
Big Pine,1493s1,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,12384,Ac16S,fish
Big Pine,1493s2,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,29788,Am12S,fish
Big Pine,1493s1,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4386,Am12S,fish
Big Pine,1493s3,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,9585,Ac16S,fish
Big Pine,1493s2,1493,surface,BP_f16,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,856,Ac16S,fish
Big Pine,1493s3,1493,surface,BP_f16,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,9367,Am12S,fish
Big Pine,1493s3,1493,surface,BP_f16,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,11811,Ac16S,fish
Big Pine,1493s1,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,7434,Ac16S,fish
Big Pine,1493s3,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,17587,Am12S,fish
Big Pine,1493s2,1493,surface,BP_f16,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,142,Ac16S,fish
Big Pine,1493s3,1493,surface,BP_f16,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,12195,Am12S,fish
Big Pine,1493s1,1493,surface,BP_f16,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,3218,Ac16S,fish
Big Pine,1494s2,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,39427,Am12S,fish
Big Pine,1494s3,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,36590,Ac16S,fish
Big Pine,1494s1,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4432,Ac16S,fish
Big Pine,1494s2,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,18967,Am12S,fish
Big Pine,1494s1,1494,surface,BP_f17,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,412,Ac16S,fish
Big Pine,1494s2,1494,surface,BP_f17,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,46,Am12S,fish
Big Pine,1494s2,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4930,Ac16S,fish
Big Pine,1494s3,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,36436,Am12S,fish
Big Pine,1494s1,1494,surface,BP_f17,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,6711,Ac16S,fish
Big Pine,1494s2,1494,surface,BP_f17,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,11734,Ac16S,fish
Big Pine,1494s3,1494,surface,BP_f17,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,7660,Am12S,fish
Big Pine,1495s1,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,25602,Am12S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,895,Ac16S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,2694,Am12S,fish
Big Pine,1495s1,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,14489,Ac16S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,15973,Am12S,fish
Big Pine,1495s2,1495,surface,BP_f18,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,10308,Ac16S,fish
Big Pine,1495s2,1495,surface,BP_f18,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,3614,Am12S,fish
Big Pine,1495s2,1495,surface,BP_f18,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,9495,Ac16S,fish
Big Pine,1495s2,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,19876,Am12S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,5523,Ac16S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Esocidae,Esox lucius,Northern Pike,1623,Am12S,fish
Big Pine,1495s1,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,16146,Ac16S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,17398,Am12S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Cottidae,Cottus cognatus/bairdii,Slimy/Mottled Sculpin,20,Ac16S,fish
Big Pine,1495s2,1495,surface,BP_f18,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,1901,Am12S,fish
Big Pine,1495s1,1495,surface,BP_f18,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,24042,Am12S,fish
Big Pine,1495s2,1495,surface,BP_f18,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,21840,Ac16S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,2005,Am12S,fish
Big Pine,1495s3,1495,surface,BP_f18,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,4950,Ac16S,fish
Big Pine,1496s2,1496,surface,BP_f19,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,8205,Ac16S,fish
Big Pine,1496s2,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,10365,Ac16S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,32729,Am12S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,1830,Ac16S,fish
Big Pine,1496s1,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,6215,Am12S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,2076,Ac16S,fish
Big Pine,1496s1,1496,surface,BP_f19,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,10425,Ac16S,fish
Big Pine,1496s1,1496,surface,BP_f19,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,11434,Am12S,fish
Big Pine,1496s2,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,6916,Ac16S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,17720,Am12S,fish
Big Pine,1496s2,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,10255,Ac16S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,17896,Am12S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,221,Am12S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,598,Am12S,fish
Big Pine,1496s3,1496,surface,BP_f19,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,2781,Ac16S,fish
Big Pine,1497s2,1497,surface,BP_f2,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,29,Am12S,fish
Big Pine,1497s3,1497,surface,BP_f2,fringe,fringe,Fundulidae,Fundulus diaphanus,Banded Killifish,6985,Ac16S,fish
Big Pine,1497s3,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,27512,Ac16S,fish
Big Pine,1497s3,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,45854,Am12S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,4876,Am12S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,500,Ac16S,fish
Big Pine,1497s2,1497,surface,BP_f2,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,73,Ac16S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,18677,Ac16S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,19725,Am12S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,341,Ac16S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,5296,Ac16S,fish
Big Pine,1497s3,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,11164,Am12S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Esocidae,Esox lucius,Northern Pike,1548,Ac16S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Esocidae,Esox lucius,Northern Pike,2467,Am12S,fish
Big Pine,1497s2,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,8624,Ac16S,fish
Big Pine,1497s2,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,12833,Am12S,fish
Big Pine,1497s2,1497,surface,BP_f2,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,985,Ac16S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,3028,Am12S,fish
Big Pine,1497s3,1497,surface,BP_f2,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,4926,Ac16S,fish
Big Pine,1497s2,1497,surface,BP_f2,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,1697,Am12S,fish
Big Pine,1497s1,1497,surface,BP_f2,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,2504,Ac16S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,2541,Ac16S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19209,Ac16S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,41230,Am12S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Amiidae,Amia calva,Bowfin,3028,Am12S,fish
Big Pine,1498s2,1498,surface,BP_f20,fringe,fringe,Amiidae,Amia calva,Bowfin,231,Ac16S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,7987,Am12S,fish
Big Pine,1498s2,1498,surface,BP_f20,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,439,Ac16S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Ictaluridae,Ameiurus nebulosus/melas,Brown/Black Bullhead,3460,Ac16S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,13070,Am12S,fish
Big Pine,1498s3,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,3972,Ac16S,fish
Big Pine,1498s1,1498,surface,BP_f20,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,6506,Am12S,fish
